495;weit;far;Das nächste Restaurant ist weit von hier.;The nearest restaurant is far from here.;[sound:495.mp3]
496;die U-Bahn-Station, -en;subway station;Die U-Bahn-Station ist der beste Weg zur Arbeit.;The subway station is the best way to get to work.;[sound:496.mp3]
497;die Linie, -n;line;Die U-Bahn-Linie 3 fährt zur Stadtmitte.;Subway line 3 goes to the city center.;[sound:497.mp3]
498;die Richtung, -en;direction;In welcher Richtung fährt der Zug?;In which direction is the train going?;[sound:498.mp3]
499;der Zoo, -s;zoo;Der Zoo ist ein beliebter Ort für Familienausflüge.;The zoo is a popular place for family outings.;[sound:499.mp3]
500;die Station, -en;station;Die U-Bahn-Station ist hier.;The subway station is here.;[sound:500.mp3]
501;umsteigen;to change;Wir müssen an der nächsten Station umsteigen.;We need to change at the next station.;[sound:501.mp3]
502;der Flughafen, -;airport;Der Flughafen ist ein geschäftiger Ort.;The airport is a busy place.;[sound:502.mp3]
503;die Stadtmitte, Sg.;city center;Die Stadtmitte ist das Herz der Stadt.;The city center is the heart of the city.;[sound:503.mp3]
504;die Haltestelle, -n;bus stop;Die Haltestelle ist direkt vor dem Café.;The bus stop is right in front of the café.;[sound:504.mp3]
505;die Monatskarte, -n;monthly ticket;Mit einer Monatskarte können Sie den gesamten Monat fahren.;With a monthly ticket, you can travel the entire month.;[sound:505.mp3]
506;das Café, -s;café;Wir treffen uns im Café um 15 Uhr.;'We''ll meet at the café at 3 PM.';[sound:506.mp3]
507;"der Platz, ""-e";square;Der Platz ist voller Menschen und Musik.;The square is full of people and music.;[sound:507.mp3]
508;"der Baum, ""-e";tree;Der Baum spendet Schatten an heißen Tagen.;The tree provides shade on hot days.;[sound:508.mp3]
509;"der Spielplatz, ""-e";playground;Die Kinder spielen auf dem Spielplatz.;The children are playing on the playground.;[sound:509.mp3]
510;"die Bank, ""-e";bench;Setzen wir uns auf die Bank und ruhen uns aus.;'Let''s sit on the bench and rest.';[sound:510.mp3]
511;der Hund, -e;dog;Der Hund läuft glücklich im Park.;The dog is running happily in the park.;[sound:511.mp3]
512;in;in;Die Schlüssel sind in der Tasche.;The keys are in the bag.;[sound:512.mp3]
513;an;at;Wir treffen uns an der Haltestelle.;'We''ll meet at the bus stop.';[sound:513.mp3]
514;auf;on;Das Buch liegt auf dem Tisch.;The book is on the table.;[sound:514.mp3]
515;unter;under;Die Katze versteckt sich unter dem Bett.;The cat is hiding under the bed.;[sound:515.mp3]
516;über;over;Der Vogel fliegt über dem Haus.;The bird is flying over the house.;[sound:516.mp3]
517;vor;in front of;Das Auto steht vor dem Haus.;The car is in front of the house.;[sound:517.mp3]
518;hinter;behind;Das Geschenk ist hinter dem Sofa versteckt.;The gift is hidden behind the sofa.;[sound:518.mp3]
519;neben;beside;Der Stuhl steht neben dem Tisch.;The chair is beside the table.;[sound:519.mp3]
520;zwischen;between;Das Hotel liegt zwischen dem Strand und dem Wald.;The hotel is located between the beach and the forest.;[sound:520.mp3]
521;die Ampel, -n;traffic light;An der Ampel müssen wir warten.;We have to wait at the traffic light.;[sound:521.mp3]
522;parken;to park;Kann ich hier parken?;Can I park here?;[sound:522.mp3]
523;"der Parkplatz, ""-e";parking lot;Der Parkplatz ist voll, wir müssen woanders parken.;The parking lot is full, we have to park somewhere else.;[sound:523.mp3]
524;der Park, -s;park;Der Park ist ein schöner Ort für ein Picknick.;The park is a beautiful place for a picnic.;[sound:524.mp3]
525;"der Fluss, ""-e";river;Der Fluss fließt ruhig durch die Landschaft.;The river flows peacefully through the landscape.;[sound:525.mp3]
526;(nach) links;to the left;Biegen Sie an der Kreuzung nach links ab.;Turn left at the intersection.;[sound:526.mp3]
527;(nach) rechts;to the right;Fahren Sie nach rechts auf die Hauptstraße.;Turn right onto the main road.;[sound:527.mp3]
528;geradeaus;straight ahead;Fahren Sie geradeaus bis zur nächsten Kreuzung.;Drive straight ahead to the next intersection.;[sound:528.mp3]
529;die Kreuzung, -en;intersection;Die Kreuzung ist gut beschildert.;The intersection is well signposted.;[sound:529.mp3]
530;auf der linken Seite;on the left side;Das Café ist auf der linken Seite der Straße.;The café is on the left side of the street.;[sound:530.mp3]
531;gegenüber;opposite;Das Geschäft liegt gegenüber dem Supermarkt.;The shop is located opposite the supermarket.;[sound:531.mp3]
532;in der Nähe;nearby;Der Park ist in der Nähe des Zoos.;The park is nearby the zoo.;[sound:532.mp3]
533;der Führerschein, -e;'driver''s license';Um ein Auto zu fahren, braucht man einen Führerschein.;'To drive a car, you need a driver''s license.';[sound:533.mp3]
534;die Führerscheinprüfung, -en;'driver''s license test';Die Führerscheinprüfung besteht aus einer theoretischen und einer praktischen Prüfung.;'The driver''s license test consists of a theoretical and a practical exam.';[sound:534.mp3]
535;anerkennen;to recognize;Die Behörden erkennen den ausländischen Führerschein an.;'The authorities recognize the foreign driver''s license.';[sound:535.mp3]
536;dürfen;to be allowed to;Kinder dürfen nicht ohne Erwachsene ins Schwimmbad.;Children are not allowed into the swimming pool without adults.;[sound:536.mp3]
537;Vorfahrt haben;to have the right of way;Das Fahrzeug auf der Hauptstraße hat Vorfahrt.;The vehicle on the main road has the right of way.;[sound:537.mp3]
538;das Vorfahrtsschild, -er;yield sign;An einem Vorfahrtsschild müssen Sie anderen Fahrzeugen Vorfahrt gewähren.;At a yield sign, you must yield to other vehicles.;[sound:538.mp3]
539;der Lkw, -s;truck;Der Lkw transportiert Waren von einem Ort zum anderen.;The truck transports goods from one place to another.;[sound:539.mp3]
540;der Bürgersteig, -e;sidewalk;Die Menschen gehen auf dem Bürgersteig.;People walk on the sidewalk.;[sound:540.mp3]
541;das Schild, -er;sign;Das Schild warnt vor Wildwechsel.;The sign warns of deer crossing.;[sound:541.mp3]
542;anhalten;to stop;Bitte halten Sie an der roten Ampel an.;Please stop at the red traffic light.;[sound:542.mp3]
543;abbiegen;to turn;Biegen Sie an der nächsten Kreuzung rechts ab.;Turn right at the next intersection.;[sound:543.mp3]
544;hupen;to honk;Der Autofahrer hupt, um auf sich aufmerksam zu machen.;The driver honks the horn to get attention.;[sound:544.mp3]
545;weiterfahren;to continue driving;Nach einer kurzen Pause werden wir weiterfahren.;After a short break, we will continue driving.;[sound:545.mp3]
546;blinken;to signal;Bitte vergiss nicht zu blinken, wenn du abbiegst.;'Please don''t forget to signal when you turn.';[sound:546.mp3]
547;Vorfahrt achten;to yield the right of way;An dieser Kreuzung musst du die Vorfahrt achten.;At this intersection, you need to yield the right of way.;[sound:547.mp3]
548;früher;earlier;Früher bin ich immer mit dem Fahrrad zur Schule gefahren.;I used to ride my bike to school earlier.;[sound:548.mp3]
549;heute;today;Heute ist ein sonniger Tag.;Today is a sunny day.;[sound:549.mp3]
550;verheiratet;married;Sie sind seit fünf Jahren verheiratet.;They have been married for five years.;[sound:550.mp3]
551;ledig;single;Er ist ledig und sucht nach einer Beziehung.;He is single and looking for a relationship.;[sound:551.mp3]
552;geschieden;divorced;Meine Eltern sind seit letztem Jahr geschieden.;My parents got divorced last year.;[sound:552.mp3]
553;"die Großstadt, ""-e";metropolis;Berlin ist eine lebendige Großstadt mit vielen Sehenswürdigkeiten.;Berlin is a vibrant metropolis with many sights.;[sound:553.mp3]
554;"die Kleinstadt, ""-e";small town;In einer Kleinstadt ist das Leben oft ruhiger als in der Großstadt.;Life in a small town is often quieter than in a big city.;[sound:554.mp3]
555;träumen;to dream;Ich träume von einem Urlaub am Strand.;I dream of a vacation at the beach.;[sound:555.mp3]
556;reden;to talk;Lass uns über deine Pläne reden.;'Let''s talk about your plans.';[sound:556.mp3]
557;mit Freunden reden;to talk with friends;Es ist wichtig, mit Freunden zu reden, wenn du Probleme hast.;'It''s important to talk with friends when you have problems.';[sound:557.mp3]
558;Karten spielen;to play cards;Wir spielen gerne Karten an den Wochenenden.;We enjoy playing cards on weekends.;[sound:558.mp3]
559;Sport machen;to do sports;Sport machen ist gut für die Gesundheit.;Doing sports is good for your health.;[sound:559.mp3]
560;das Radio, -s;radio;Ich höre gerne das Radio, um auf dem Laufenden zu bleiben.;I like listening to the radio to stay informed.;[sound:560.mp3]
561;Radio hören;to listen to the radio;Ich höre gerne Musik, wenn ich Radio höre.;I like listening to music when I listen to the radio.;[sound:561.mp3]
562;unterwegs;on the way;Ich bin unterwegs zum Supermarkt.;'I''m on my way to the supermarket.';[sound:562.mp3]
563;die Postkarte, -n;postcard;Ich schicke dir eine Postkarte aus dem Urlaub.;'I''m sending you a postcard from my vacation.';[sound:563.mp3]
564;Liebe Claudia;Dear Claudia;Liebe Claudia, ich hoffe, es geht dir gut.;'Dear Claudia, I hope you''re doing well.';[sound:564.mp3]
565;einschlafen;to fall asleep;Ich kann nachts nicht einschlafen.;'I can''t fall asleep at night.';[sound:565.mp3]
566;müde;tired;Ich bin sehr müde nach der Arbeit.;'I''m very tired after work.';[sound:566.mp3]
567;aufwachen;to wake up;Ich wache normalerweise um 7 Uhr morgens auf.;I usually wake up at 7 in the morning.;[sound:567.mp3]
568;der Autoschlüssel, -;car key;Wo hast du den Autoschlüssel gelassen?;Where did you leave the car key?;[sound:568.mp3]
569;finden;to find;Ich kann meine Brille nicht finden.;'I can''t find my glasses.';[sound:569.mp3]
570;auf dem Land leben;to live in the countryside;Viele Menschen träumen davon, auf dem Land zu leben.;Many people dream of living in the countryside.;[sound:570.mp3]
571;in der Stadt leben;to live in the city;In der Stadt zu leben, hat seine Vor- und Nachteile.;Living in the city has its pros and cons.;[sound:571.mp3]
572;am Anfang;at the beginning;Am Anfang des Buches gibt es eine Einführung.;At the beginning of the book, there is an introduction.;[sound:572.mp3]
573;zuerst;first;Zuerst gehe ich einkaufen und dann zur Arbeit.;First, I go shopping, and then to work.;[sound:573.mp3]
574;zuletzt;last;Sie war die zuletzt ankommende Person auf der Party.;She was the last person to arrive at the party.;[sound:574.mp3]
575;seit;since;Ich lerne Deutsch seit zwei Jahren.;'I''ve been learning German for two years.';[sound:575.mp3]
576;seit wann ...?;since when ...?;Seit wann wohnst du in dieser Stadt?;Since when have you been living in this city?;[sound:576.mp3]
577;wie lange ...?;how long ...?;Wie lange dauert der Flug von hier nach New York?;How long is the flight from here to New York?;[sound:577.mp3]
578;arm;poor;Arme Menschen haben oft Schwierigkeiten, ihre Grundbedürfnisse zu erfüllen.;Poor people often have difficulties meeting their basic needs.;[sound:578.mp3]
579;schwer;difficult;Das Mathe-Problem war schwer zu lösen.;The math problem was difficult to solve.;[sound:579.mp3]
580;das Taxiunternehmen, -;taxi company;Das Taxiunternehmen bietet einen schnellen Service an.;The taxi company offers a fast service.;[sound:580.mp3]
581;der/die Angestellte, -n/-n;employee;Die Angestellten des Unternehmens sind sehr engagiert.;The employees of the company are very dedicated.;[sound:581.mp3]
582;wichtig;important;Es ist wichtig, die richtigen Entscheidungen zu treffen.;'It''s important to make the right decisions.';[sound:582.mp3]
583;Liebe Grüße;best regards;Liebe Grüße, Maria;Best regards, Maria;[sound:583.mp3]
584;"das Amt, ""-er";office;Das Amt ist montags bis freitags geöffnet.;The office is open from Monday to Friday.;[sound:584.mp3]
585;die Behörde, -n;authority;Die Behörde ist für die Ausstellung von Dokumenten verantwortlich.;The authority is responsible for issuing documents.;[sound:585.mp3]
586;die Bundesagentur für Arbeit;Federal Employment Agency;Die Bundesagentur für Arbeit hilft bei der Jobsuche.;The Federal Employment Agency helps with job search.;[sound:586.mp3]
587;die Familienkasse;family allowance office;Die Familienkasse zahlt Kindergeld an berechtigte Familien aus.;The family allowance office pays child benefit to eligible families.;[sound:587.mp3]
588;"das Standesamt, ""-er";registry office;Im Standesamt können Paare heiraten.;Couples can get married at the registry office.;[sound:588.mp3]
589;die Kfz-Zulassungsstelle, -n;vehicle registration office;Die Kfz-Zulassungsstelle ist zuständig für die Anmeldung von Autos.;The vehicle registration office is responsible for car registration.;[sound:589.mp3]
590;"der Warteraum, ""-e";waiting room;Im Warteraum können Sie bequem auf Ihren Termin warten.;You can wait comfortably for your appointment in the waiting room.;[sound:590.mp3]
591;heiraten;to marry;Sie werden nächsten Monat heiraten.;They will get married next month.;[sound:591.mp3]
592;anmelden;to register;Bitte melden Sie sich im Büro an.;Please register at the office.;[sound:592.mp3]
593;abmelden;to deregister;Wenn Sie umziehen, müssen Sie sich bei der Stadt abmelden.;If you move, you need to deregister with the city.;[sound:593.mp3]
594;beantragen;to apply for;Sie können online einen Reisepass beantragen.;You can apply for a passport online.;[sound:594.mp3]
595;das Kindergeld, Sg.;child benefit;Das Kindergeld wird monatlich ausgezahlt.;Child benefit is paid monthly.;[sound:595.mp3]
596;die Berufsberatung, -en;career counseling;Die Berufsberatung hilft bei der Berufswahl.;Career counseling helps with choosing a profession.;[sound:596.mp3]
597;"das Bürgeramt, ""-er";'citizen''s office';Sie müssen zum Bürgeramt gehen, um Ihren Wohnsitz anzumelden.;'You need to go to the citizen''s office to register your residence.';[sound:597.mp3]
598;"das Ausländeramt, ""-er";'foreigners'' office';Das Ausländeramt kümmert sich um Visa-Angelegenheiten.;'The foreigners'' office handles visa matters.';[sound:598.mp3]
599;das Visum, Visa;visa;Um nach Deutschland zu reisen, benötigen Sie ein Visum.;To travel to Germany, you need a visa.;[sound:599.mp3]
600;verlängern;to extend;Können Sie mein Visum verlängern?;Can you extend my visa?;[sound:600.mp3]
601;die Meldestelle, -n;registration office;Die Meldestelle ist für Wohnsitzanmeldungen zuständig.;The registration office is responsible for residence registrations.;[sound:601.mp3]
602;die Gemeinde, -n;municipality;Die Gemeinde organisiert lokale Veranstaltungen.;The municipality organizes local events.;[sound:602.mp3]
603;das Geburtsdatum, -daten;date of birth;Bitte geben Sie Ihr Geburtsdatum an.;Please provide your date of birth.;[sound:603.mp3]
604;der Geburtsort, -e;place of birth;Mein Geburtsort ist Berlin.;My place of birth is Berlin.;[sound:604.mp3]
605;der Familienstand, Sg.;marital status;Mein Familienstand ist ledig.;My marital status is single.;[sound:605.mp3]
606;männlich;male;Mein Geschlecht ist männlich.;My gender is male.;[sound:606.mp3]
607;weiblich;female;Ihr Geschlecht ist weiblich.;Her gender is female.;[sound:607.mp3]
608;berufstätig;employed;Sind Sie berufstätig oder arbeitslos?;Are you employed or unemployed?;[sound:608.mp3]
609;die Staatsangehörigkeit, -en;nationality;Meine Staatsangehörigkeit ist Deutsch.;My nationality is German.;[sound:609.mp3]
610;geboren sein;to be born;Ich bin in München geboren.;I was born in Munich.;[sound:610.mp3]
611;das Datum, Daten;date;Bitte notieren Sie das Datum des Treffens.;Please note the date of the meeting.;[sound:611.mp3]
612;der Einzug, Sg.;move-in;Der Einzug in die neue Wohnung war aufregend.;The move-in into the new apartment was exciting.;[sound:612.mp3]
613;die Hauptwohnung, Sg.;main residence;Meine Hauptwohnung ist in Hamburg.;My main residence is in Hamburg.;[sound:613.mp3]
614;der/die Vermieter/in, -/-nen;landlord/landlady;Der Vermieter hat die Miete erhöht.;The landlord raised the rent.;[sound:614.mp3]
615;mieten;to rent;Wir möchten eine Wohnung mieten.;We want to rent an apartment.;[sound:615.mp3]
616;umziehen;to move;Wir werden nächsten Monat umziehen.;We will move next month.;[sound:616.mp3]
617;"der Antrag, ""-e";application;Bitte füllen Sie den Antrag aus.;Please fill out the application.;[sound:617.mp3]
618;einen Antrag stellen;to submit an application;Sie können online einen Antrag stellen.;You can submit an application online.;[sound:618.mp3]
619;die Eigentumswohnung, -en;condominium;Die Eigentumswohnung gehört mir.;The condominium is owned by me.;[sound:619.mp3]
620;gehören;to belong;Das Haus gehört meiner Familie.;The house belongs to my family.;[sound:620.mp3]
621;ein Formular ausfüllen;to fill out a form;Bitte füllen Sie dieses Formular aus und geben Sie es ab.;Please fill out this form and submit it.;[sound:621.mp3]
622;verstehen;to understand;Können Sie mich bitte wiederholen? Ich habe nicht verstanden.;'Can you please repeat? I didn''t understand.';[sound:622.mp3]
623;der/die Sachbearbeiter/in, -/-nen;case worker;Der Sachbearbeiter wird Ihnen bei Ihrem Anliegen helfen.;The case worker will assist you with your request.;[sound:623.mp3]
624;der Tipp, -s;tip;Vielen Dank für den hilfreichen Tipp!;Thank you for the helpful tip!;[sound:624.mp3]
625;die Informationsbroschüre, -n;information brochure;Die Informationsbroschüre enthält wichtige Details.;The information brochure contains important details.;[sound:625.mp3]
626;danken;to thank;Ich möchte Ihnen herzlich für Ihre Hilfe danken.;I want to thank you warmly for your help.;[sound:626.mp3]
627;nett;nice;Sie ist eine sehr nette Person.;She is a very nice person.;[sound:627.mp3]
628;"der Antrag, ""-e";application;Bitte füllen Sie den Antrag aus und reichen Sie ihn ein.;Please fill out the application and submit it.;[sound:628.mp3]
629;einen Antrag stellen;to submit an application;Sie müssen einen Antrag stellen, um Unterstützung zu erhalten.;You need to submit an application to receive assistance.;[sound:629.mp3]
630;Verzeihung;excuse me;Verzeihung, können Sie mir den Weg zum Bahnhof erklären?;Excuse me, can you explain the way to the train station?;[sound:630.mp3]
631;die Kursgebühr, -en;course fee;Die Kursgebühr muss bis zum Kursbeginn bezahlt werden.;The course fee must be paid by the start of the course.;[sound:631.mp3]
632;die Wartenummer, -n;queue number;Bitte warten Sie, bis Ihre Wartenummer aufgerufen wird.;Please wait until your queue number is called.;[sound:632.mp3]
633;"der Eingang, ""-e";entrance;Der Eingang zum Gebäude befindet sich auf der linken Seite.;The entrance to the building is on the left side.;[sound:633.mp3]
634;erklären;to explain;Können Sie mir das bitte genauer erklären?;Can you please explain this to me in more detail?;[sound:634.mp3]
635;Herzlichen Dank!;Thank you very much!;Herzlichen Dank für Ihre Hilfe.;Thank you very much for your help!;[sound:635.mp3]
636;die Geburtsurkunde, -n;birth certificate;Die Geburtsurkunde ist ein wichtiges Dokument.;The birth certificate is an important document.;[sound:636.mp3]
637;"der Pass, ""-e";passport;Bitte legen Sie Ihren Pass und Ihr Visum vor.;Please present your passport and visa.;[sound:637.mp3]
638;"der Mietvertrag, ""-e";rental agreement;Der Mietvertrag regelt die Bedingungen für die Wohnung.;The rental agreement outlines the conditions for the apartment.;[sound:638.mp3]
639;die Gehaltsabrechnung, -en;payroll statement;Die Gehaltsabrechnung zeigt Ihre monatlichen Einnahmen und Abzüge.;The payroll statement displays your monthly earnings and deductions.;[sound:639.mp3]
640;"der Kindergeldantrag, ""-e";child benefit application;Sie müssen einen Kindergeldantrag stellen, um Kindergeld zu erhalten.;You need to submit a child benefit application to receive child benefit.;[sound:640.mp3]
641;der Arztbesuch, -e;'doctor''s visit';Der Arztbesuch war heute Morgen.;The doctor;[sound:641.mp3]
642;"das Kaufhaus, ""-er";department store;Ich gehe ins Kaufhaus, um Kleidung zu kaufen.;'I''m going to the department store to buy clothes.';[sound:642.mp3]
643;"der Anzug, ""-e";suit;Der Anzug passt gut zu diesem Anlass.;The suit is a good fit for this occasion.;[sound:643.mp3]
644;das Hemd, -en;shirt;Dieses Hemd ist sehr schick.;This shirt is very stylish.;[sound:644.mp3]
645;die Hose, -n;pants;Die Hose ist zu eng. Ich brauche eine größere Größe.;The pants are too tight. I need a larger size.;[sound:645.mp3]
646;das Kleid, -er;dress;Das Kleid sieht wunderschön aus.;The dress looks beautiful.;[sound:646.mp3]
647;"der Mantel, ""-";coat;Der Mantel hält warm im Winter.;The coat keeps you warm in winter.;[sound:647.mp3]
648;der Pullover, -;sweater;Dieser Pullover ist bequem und warm.;This sweater is comfortable and warm.;[sound:648.mp3]
649;"der Rock, ""-e";skirt;Der Rock ist heute dein Lieblingsstück.;The skirt is your favorite piece today.;[sound:649.mp3]
650;der Schuh, -e;shoe;Die Schuhe sind bequem für lange Spaziergänge.;The shoes are comfortable for long walks.;[sound:650.mp3]
651;die Jeans, -;jeans;Jeans sind vielseitig und bequem.;Jeans are versatile and comfortable.;[sound:651.mp3]
652;das T-Shirt, -s;t-shirt;Das T-Shirt hat ein cooles Design.;The t-shirt has a cool design.;[sound:652.mp3]
653;das Sweatshirt, -s;sweatshirt;Das Sweatshirt ist perfekt für kühle Tage.;The sweatshirt is perfect for cool days.;[sound:653.mp3]
654;die Bluse, -n;blouse;Die Bluse passt gut zur Jeans.;The blouse goes well with jeans.;[sound:654.mp3]
655;die Socke, -n;sock;Die Socken halten die Füße warm.;The socks keep the feet warm.;[sound:655.mp3]
656;die Unterwäsche, Sg.;underwear;Gute Unterwäsche sollte bequem sein.;Good underwear should be comfortable.;[sound:656.mp3]
657;gefallen;to like;Mir gefällt dieses Kleid sehr.;I really like this dress.;[sound:657.mp3]
658;die Kleidung, Sg.;clothing;Meine Kleidung ist modisch und bequem.;My clothing is fashionable and comfortable.;[sound:658.mp3]
659;schick;stylish;Dein Outfit sieht heute sehr schick aus.;Your outfit looks very stylish today.;[sound:659.mp3]
660;altmodisch;old-fashioned;Der Vintage-Stil ist manchmal altmodisch, aber trendy.;Vintage style is sometimes old-fashioned but trendy.;[sound:660.mp3]
661;gar nicht;not at all;Mir gefällt diese Farbe gar nicht.;'I don''t like this color at all.';[sound:661.mp3]
662;überhaupt (nicht);not at all;Ich verstehe das überhaupt nicht.;'I don''t understand that at all.';[sound:662.mp3]
663;komisch;strange;Das ist wirklich komisch.;That is really strange.;[sound:663.mp3]
664;ausehen;to look;Du siehst heute großartig aus.;You look great today.;[sound:664.mp3]
665;passen;to fit;Dieses Hemd passt perfekt.;This shirt fits perfectly.;[sound:665.mp3]
666;anprobieren;to try on;Ich werde dieses Kleid anprobieren.;I will try on this dress.;[sound:666.mp3]
667;die Umkleidekabine, -n;fitting room;Die Umkleidekabine ist gleich hier drüben.;The fitting room is right over there.;[sound:667.mp3]
668;der Secondhandladen, -;secondhand store;Ich kaufe gerne in Secondhandläden ein.;I like to shop at secondhand stores.;[sound:668.mp3]
669;"der Flohmarkt, ""-e";flea market;Am Wochenende gehe ich gerne auf den Flohmarkt.;I enjoy going to the flea market on weekends.;[sound:669.mp3]
670;die Boutique, -n;boutique;In dieser Boutique gibt es exklusive Mode.;This boutique offers exclusive fashion.;[sound:670.mp3]
671;günstig;affordable;Dieses Kleid ist sehr günstig.;This dress is very affordable.;[sound:671.mp3]
672;teuer;expensive;Der Schmuck in diesem Geschäft ist sehr teuer.;The jewelry in this store is very expensive.;[sound:672.mp3]
673;angenehm;pleasant;Das Einkaufen hier ist immer angenehm.;Shopping here is always pleasant.;[sound:673.mp3]
674;stressig;stressful;Der Einkaufsbummel am Black Friday kann sehr stressig sein.;Black Friday shopping can be very stressful.;[sound:674.mp3]
675;kompliziert;complicated;Die Bedienungsanleitung ist sehr kompliziert.;The user manual is very complicated.;[sound:675.mp3]
676;cool;cool;Deine Schuhe sehen wirklich cool aus.;Your shoes look really cool.;[sound:676.mp3]
677;anziehen;to put on;Ich werde dieses Kleid für die Party anziehen.;I will put on this dress for the party.;[sound:677.mp3]
678;welcher, -s, -e;which;Welches Hemd möchtest du kaufen?;Which shirt would you like to buy?;[sound:678.mp3]
679;das Computerspiel, -e;computer game;Computerspiele können unterhaltsam sein.;Computer games can be entertaining.;[sound:679.mp3]
680;der Schmuck, Sg.;jewelry;Schmuck kann ein Outfit ergänzen.;Jewelry can complement an outfit.;[sound:680.mp3]
681;die Toilette, -n;toilet;Die Toilette befindet sich im Erdgeschoss.;The toilet is located on the ground floor.;[sound:681.mp3]
682;"der Ausgang, ""-e";exit;Der Ausgang ist auf der rechten Seite.;The exit is on the right side.;[sound:682.mp3]
683;die Größe, -n;size;Welche Größe tragen Sie bei Hosen?;What size do you wear for pants?;[sound:683.mp3]
684;eine Hose in Größe M;a pair of pants in size M;Ich brauche eine Hose in Größe M.;I need a pair of pants in size M.;[sound:684.mp3]
685;nachsehen;to check;Können Sie bitte nachsehen, ob diese Bluse in Ihrer Größe verfügbar ist?;Can you please check if this blouse is available in your size?;[sound:685.mp3]
686;die Abteilung, -en;department;Die Damenbekleidung ist in der zweiten Abteilung.;'Women''s clothing is in the second department.';[sound:686.mp3]
687;hinten, dort hinten;in the back, back there;Die Umkleidekabinen sind hinten, dort hinten.;The fitting rooms are in the back, back there.;[sound:687.mp3]
688;vorne, da vorne;in the front, up front;Die Kassen befinden sich vorne, da vorne.;The cash registers are in the front, up front.;[sound:688.mp3]
689;direkt neben;right next to;Das Café ist direkt neben der Boutique.;The cafe is right next to the boutique.;[sound:689.mp3]
690;die Rolltreppe, -n;escalator;Nehmen Sie die Rolltreppe in die oberen Stockwerke.;Take the escalator to the upper floors.;[sound:690.mp3]
691;das Mädchen, -;girl;Das Mädchen trägt ein schönes Kleid.;The girl is wearing a beautiful dress.;[sound:691.mp3]
692;der gleiche Preis;the same price;Beide Artikel haben den gleichen Preis.;Both items have the same price.;[sound:692.mp3]
693;Tut mir leid.;'I''m sorry';Tut mir leid, dass ich zu spät bin.;'I''m sorry I''m late.';[sound:693.mp3]
694;der Vorteil, -e;advantage;Ein Vorteil des neuen Jobs ist das höhere Gehalt.;An advantage of the new job is the higher salary.;[sound:694.mp3]
695;der Nachteil, -e;disadvantage;Ein Nachteil von Online-Shopping ist, dass man die Produkte nicht vorher anfassen kann.;'A disadvantage of online shopping is that you can''t touch the products beforehand.';[sound:695.mp3]
696;die Reise, -n;trip;Unsere Reise nach Italien war wunderbar.;Our trip to Italy was wonderful.;[sound:696.mp3]
697;der Berg, -e;mountain;Der Berg ist mit Schnee bedeckt.;The mountain is covered in snow.;[sound:697.mp3]
698;"der Bauernhof, ""-e";farm;Der Bauernhof hat viele Tiere und Felder.;The farm has many animals and fields.;[sound:698.mp3]
699;"der Wald, ""-er";forest;Der Wald ist ein beliebter Ort für Wanderungen.;The forest is a popular spot for hiking.;[sound:699.mp3]
700;die Wiese, -n;meadow;Die Wiese ist im Frühling voller Blumen.;The meadow is full of flowers in spring.;[sound:700.mp3]
701;das Meer, -e;sea;Das Meer ist blau und ruhig.;The sea is blue and calm.;[sound:701.mp3]
702;der See, -n;lake;Der See ist ideal zum Schwimmen.;The lake is perfect for swimming.;[sound:702.mp3]
703;"der Strand, ""-e";beach;Der Strand ist mit feinem Sand bedeckt.;The beach is covered in fine sand.;[sound:703.mp3]
704;wandern;to hike;Wir lieben es, in den Bergen zu wandern.;We love to hike in the mountains.;[sound:704.mp3]
705;auf dem Land;in the countryside;Unser Haus steht auf dem Land.;Our house is in the countryside.;[sound:705.mp3]
706;die Ankunft;arrival;Die Ankunft des Zuges ist pünktlich.;The arrival of the train is on time.;[sound:706.mp3]
707;die Reservierung, -en;reservation;Haben Sie eine Reservierung für das Hotel?;Do you have a reservation for the hotel?;[sound:707.mp3]
708;die Erste/Zweite Klasse;first/second class;Wir haben Tickets für die Erste Klasse.;We have tickets for first class.;[sound:708.mp3]
709;abfahren;to depart;Der Zug wird um 15:30 Uhr abfahren.;The train will depart at 3:30 PM.;[sound:709.mp3]
710;ankommen;to arrive;Der Flug aus New York wird in einer Stunde ankommen.;The flight from New York will arrive in an hour.;[sound:710.mp3]
711;das Gleis, -e;track;Unser Zug fährt vom Gleis 3 ab.;Our train departs from track 3.;[sound:711.mp3]
712;die Verspätung, -en;delay;Es tut uns leid, aber der Zug hat eine Verspätung von 30 Minuten.;'We''re sorry, but the train has a delay of 30 minutes.';[sound:712.mp3]
713;die Landschaft, -en;landscape;Die Landschaft in dieser Region ist fantastisch.;The landscape in this region is fantastic.;[sound:713.mp3]
714;fantastisch;fantastic;Das Konzert gestern Abend war fantastisch.;The concert last night was fantastic.;[sound:714.mp3]
715;die Brücke, -n;bridge;Die alte Brücke verbindet die beiden Ufer des Flusses.;The old bridge connects the two riverbanks.;[sound:715.mp3]
716;ungefähr;approximately;Die Fahrt dauert ungefähr zwei Stunden.;The journey takes approximately two hours.;[sound:716.mp3]
717;der Kilometer, -;kilometer;Wir müssen noch 10 Kilometer bis zur Stadt fahren.;We still have to drive 10 kilometers to the city.;[sound:717.mp3]
718;übernachten;to stay overnight;Wir werden heute Nacht in diesem Hotel übernachten.;We will stay overnight at this hotel tonight.;[sound:718.mp3]
